sector,sl_no,project_name,agency,project_code,legacy_ocms_code,original_cost,commissioning_date,expenditure,report_month,source_file,completion_month,ministry,state,approval_date,start_date,actual_completion,target_doc,revised_doc,revised_cost,final_cost,actual_mi,orig_doc_mi,y_cost_overrun_pct,y_time_overrun_m
Telecommunication,1,354 Uncovered Villages Scheme,Department of Telecommunications [DoT],701600.0,,336.89,,246.04,2026-03,FlashReport_March_2026.pdf,,Department of Telecommunications,"Multi-States (Bihar, Gujarat, Himachal Pradesh, Jammu and Kashmir, Ladakh, Rajasthan, Uttar Pradesh)",12/2019,04/2020,10/2021,08/2025,,301.13,301.13,24262.0,24308.0,-10.614740716554362,-46.0
Urban Public Transport,2,"Ahmedabad Metro Rail Project, Phase-II",Gujarat Metro Rail Corporation Limited [GMRCL],702631.0,,5384.17,,5358.41,2026-03,FlashReport_March_2026.pdf,,Ministry of Housing & Urban Affairs,Gujarat,03/2019,03/2019,03/2024,12/2025,,,5384.17,24291.0,24312.0,0.0,-21.0
Urban Public Transport,3,Delhi-Ghaziabad-Meerut Regional Rapid Transit System [RRTS] corridor,National Capital Region Transport Corporation [NCRTC],702633.0,,30274.0,,27950.13,2026-03,FlashReport_March_2026.pdf,,Ministry of Housing & Urban Affairs,"Multi-States (Delhi, Uttar Pradesh)",03/2019,03/2019,02/2026,06/2025,02/2026,30274.0,30274.0,24314.0,24306.0,0.0,8.0
Healthcare,4,C/o Construction of 200 bedded [Up-gradable to 300 bedded] ESI Hospital at Surat Gujarat.,Employee's State Insurance Company [ESIC],612185.0,,209.36,,202.62,2026-03,FlashReport_March_2026.pdf,,Ministry of Labour and Employment,Gujarat,06/2019,03/2021,06/2025,01/2026,,,209.36,24306.0,24313.0,0.0,-7.0
Energy Storage,5,Construction of Aviation Fuel farm Facilities at Bhogapuram Airport,Ministry of Petroleum & Natural Gas,616235.0,,240.0,,152.91,2026-03,FlashReport_March_2026.pdf,,Ministry of Petroleum & Natural Gas,Andhra Pradesh,08/2024,08/2024,03/2026,03/2026,03/2026,240.0,240.0,24315.0,24315.0,0.0,0.0
Energy Storage,6,"Grass root POL Terminal at Vallur, Chennai",Indian Oil Corporation Limited [IOCL],400077.0,,827.0,,661.1,2026-03,FlashReport_March_2026.pdf,,Ministry of Petroleum & Natural Gas,Tamil Nadu,01/2022,01/2022,03/2026,12/2024,03/2026,887.71,887.71,24315.0,24300.0,7.340991535671105,15.0
Oil & Gas,7,"City Gas Distribution Project at Kurnool, Guntur & Prakasam Districts",MinistryofPetroleumNaturalGas,709766.0,,1420.0,,171.55,2026-03,FlashReport_March_2026.pdf,,Ministry of Petroleum & Natural Gas,Andhra Pradesh,03/2022,03/2022,03/2026,03/2030,03/2026,1420.0,1420.0,24315.0,24363.0,0.0,-48.0
Oil & Gas,8,Part Replacement Pipeline Project [PRPP],Oil and Natural Gas Corporation Limited [ONGC],709846.0,,1219.48,,833.21,2026-03,FlashReport_March_2026.pdf,,Ministry of Petroleum & Natural Gas,Maharashtra,11/2022,11/2022,03/2026,05/2024,03/2026,1145.1,1145.1,24315.0,24293.0,-6.099321022074991,22.0
Oil & Gas,9,Upgradation of Facilities of Numaligarh-Siliguri Product Pipeline [NSPL] for transportation of additional products from existing 1.72 MMTPA to 5.5 MMTPA,Ministry of Petroleum & Natural Gas,701350.0,,860.0,,639.43,2026-03,FlashReport_March_2026.pdf,,Ministry of Petroleum & Natural Gas,"Multi-States (Assam, West Bengal)",06/2021,06/2021,03/2026,12/2024,03/2026,750.0,750.0,24315.0,24300.0,-12.790697674418604,15.0
Shipping,10,Construction of oil jetty No.8 at old kandla through internal resources,Deendayal Port Trust [DPT],701568.0,,100.0,,186.47,2026-03,FlashReport_March_2026.pdf,,"Ministry of Ports, Shipping and Waterways",Gujarat,02/2018,02/2021,03/2024,02/2023,07/2024,225.85,225.85,24291.0,24278.0,125.85,13.0
Shipping,11,Berth No. 2 [previously Berth 3] of HDC Mechanization Project,"Haldia Dock Complex, Syama Prasad Mookerjee Port Authority",701576.0,,298.26,,480.0,2026-03,FlashReport_March_2026.pdf,,"Ministry of Ports, Shipping and Waterways",West Bengal,11/2022,03/2023,01/2026,09/2025,01/2026,298.26,298.26,24313.0,24309.0,0.0,4.0
Electricity Generation,12,Tehri Pumped Storage Plant Project [4x250 MW],THDC India Limited,602193.0,,4825.6,,8267.03,2026-03,FlashReport_March_2026.pdf,,Ministry of Power,Uttarakhand,07/2006,06/2011,04/2026,06/2022,04/2026,8339.0,8339.0,24316.0,24270.0,72.80752652519892,46.0
Transmission & Distribution,13,Augmentation of 1x1500 MVA 3rd 765/400 kV transformation capacity at Kurnool New Substation,Power Grid Corporation of India Limited [POWERGRID],612856.0,,163.61,,163.61,2026-03,FlashReport_March_2026.pdf,,Ministry of Power,Andhra Pradesh,05/2023,12/2023,03/2026,09/2025,03/2026,,163.61,24315.0,24309.0,0.0,6.0
Railways,14,Katni - Bina Third Railway Line [279 km],West Central Railway WCR I,705651.0,,2478.23,,3368.11,2026-03,FlashReport_March_2026.pdf,,Ministry of Railways,Madhya Pradesh,06/2016,01/2017,03/2026,03/2022,02/2026,4127.23,4127.23,24315.0,24267.0,66.53942531564864,48.0
Railways,15,Hotgi-Kudgi-Gadag Doubling Project,South Western Railway [SWR] - II,705662.0,,1878.0,,2771.29,2026-03,FlashReport_March_2026.pdf,,Ministry of Railways,"Multi-States (Karnataka, Maharashtra)",04/2014,01/2016,03/2026,12/2024,03/2026,2459.0,2459.0,24315.0,24300.0,30.93716719914803,15.0
Roads & Highways,16,"6L Standalone Flyovers at Bongaigaon, Chapaguri, Pathsala, Simlaguri chowk and Baihata Bypass Junctions on stretches of NH-31 and NH-27",National Highways Authority of India [NHAI],618575.0,,457.72,,371.63,2026-03,FlashReport_March_2026.pdf,,Ministry of Road Transport & Highways,Assam,03/2022,01/2023,07/2024,02/2026,,412.15,412.15,24295.0,24314.0,-9.955868216376835,-19.0
Roads & Highways,17,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-30 Ch 803420 to Ch.824920 [Baletiya Village - Junction near Pratap Nagar Village],National Highways Authority of India [NHAI],618461.0,,1800.73,,1090.06,2026-03,FlashReport_March_2026.pdf,,Ministry of Road Transport & Highways,Gujarat,11/2019,09/2021,09/2023,01/2026,,1800.73,1800.73,24285.0,24313.0,0.0,-28.0
Roads & Highways,18,Construction of Tunnels/Viaducts at identified sliding/slip zones at Km 130.550 to Km.130.750 Km. 131.170 to Km. 131.763 Km. 132.560 to Km. 133.168 Km. 133.590 to Km. 133.743 and Km. 147.877 to Km. 148.715 of Udhampur-Ramban section of NH-44,National Highways Authority of India [NHAI],618546.0,,442.14,,458.86,2026-03,FlashReport_March_2026.pdf,,Ministry of Road Transport & Highways,Jammu and Kashmir,09/2021,04/2022,10/2023,12/2025,,533.11,533.11,24286.0,24312.0,20.57493101732484,-26.0
Roads & Highways,19,Stand-alone Ring road/bypass around Jammu City from Raya Morh km. -0.687 to Jagti km. 57.568,National Highways Authority of India [NHAI],618548.0,,2023.88,,996.53,2026-03,FlashReport_March_2026.pdf,,Ministry of Road Transport & Highways,Jammu and Kashmir,12/2017,01/2018,01/2021,01/2026,,2117.63,2117.63,24253.0,24313.0,4.632191631914935,-60.0
Roads & Highways,20,4L of Byrapura to Challakere Section from km 308.550 to km 358.500 of NH-150 A,National Highways Authority of India [NHAI],619115.0,,796.77,,430.26,2026-03,FlashReport_March_2026.pdf,,Ministry of Road Transport & Highways,Karnataka,03/2018,12/2018,12/2020,03/2026,,1195.54,1195.54,24252.0,24315.0,50.048320092372954,-63.0
Roads & Highways,21,Bellary to Byrapura Section km 253.600 to km 308.550 of NH-150A,National Highways Authority of India [NHAI],618696.0,,1281.47,,553.21,2026-03,FlashReport_March_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Andhra Pradesh, Karnataka)",03/2018,10/2019,10/2021,03/2026,,1689.6,1689.6,24262.0,24315.0,31.84858014623829,-53.0
Roads & Highways,22,4L of Nagina-Kashipur section from km. 73.00 to km. 175.00 of NH-74,National Highways Authority of India [NHAI],618876.0,,2125.03,,496.78,2026-03,FlashReport_March_2026.pdf,,Ministry of Road Transport & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",01/2015,10/2017,04/2020,02/2026,,2531.19,2531.19,24244.0,24314.0,19.11314193211389,-70.0
Roads & Highways,23,6L of IT City Chowk to Kurali Chandigarh Road,National Highways Authority of India [NHAI],618789.0,,1525.31,,1695.39,2026-03,FlashReport_March_2026.pdf,,Ministry of Road Transport & Highways,Punjab,03/2021,10/2022,10/2024,12/2025,,1936.54,1936.54,24298.0,24312.0,26.96042116028873,-14.0
Roads & Highways,24,4L Rampur Bypass from Km. 181.000 to Km. 189.500,National Highways Authority of India [NHAI],618689.0,,364.47,,272.05,2026-03,FlashReport_March_2026.pdf,,Ministry of Road Transport & Highways,Uttar Pradesh,10/2021,10/2022,04/2024,03/2026,,307.95,307.95,24292.0,24315.0,-15.50744917277143,-23.0
Steel,25,CONSTRUCTION OF RESIDENTIAL TOWERS AT BIOM KIRANDUL COMPLEX,National Mineral Development Corporation Limited [NMDC],709827.0,,349.75,,326.85,2026-03,FlashReport_March_2026.pdf,,Ministry of Steel,Chhattisgarh,07/2021,10/2022,03/2026,12/2025,03/2026,,349.75,24315.0,24312.0,0.0,3.0
Waste & Water,1,Upgradation of Sewerage system in Gandhinagar City,ministry of housing and urban affairs,707267.0,,200.0,,100.0,2026-04,FlashReport_April2026.pdf,,Ministry of Housing & Urban Affairs,Gujarat,07/2020,03/2021,03/2026,06/2023,,,200.0,24315.0,24282.0,0.0,33.0
Waste & Water,2,Sewerage Management Scheme Part-3 Implementation,Ministry of Housing & Urban Affairs,702735.0,,213.19,,180.32,2026-04,FlashReport_April2026.pdf,,Ministry of Housing & Urban Affairs,Haryana,03/2017,10/2018,04/2026,03/2023,04/2026,,213.19,24316.0,24279.0,0.0,37.0
Waste & Water,3,24/7 water supply under AMRUT for Davanagere,Ministry of Housing & Urban Affairs,702764.0,,174.96,,171.6,2026-04,FlashReport_April2026.pdf,,Ministry of Housing & Urban Affairs,Karnataka,11/2016,01/2018,05/2026,03/2023,05/2026,,174.96,24317.0,24279.0,0.0,38.0
Waste & Water,4,Jabalpur Sewerage Management and Treatment Infrastructure Project,Ministry of Housing & Urban Affairs,702798.0,,362.31,,332.05,2026-04,FlashReport_April2026.pdf,,Ministry of Housing & Urban Affairs,Madhya Pradesh,10/2018,12/2017,04/2026,03/2023,04/2026,,362.31,24316.0,24279.0,0.0,37.0
Healthcare,5,"Construction of 100 Bedded ESIC Hospital building and 32 Nos Residential Quarters at Vallam Vadangal, SIPCOT, Sriperumbudur",Employee's State Insurance Company [ESIC],612178.0,,152.95,,130.22,2026-04,FlashReport_April2026.pdf,,Ministry of Labour and Employment,Tamil Nadu,02/2015,03/2023,05/2026,06/2025,05/2026,177.01,177.01,24317.0,24306.0,15.730630925138936,11.0
Transmission & Distribution,6,Transmission System for Evacuation of Power from potential Renewable Energy zone in Khavda Area of Gujarat under Phase IV [7 GW] Part E3,Power Grid Corporation of India Limited [POWERGRID],612151.0,,334.0,,334.0,2026-04,FlashReport_April2026.pdf,,Ministry of Power,Gujarat,07/2023,07/2023,04/2026,07/2025,04/2026,,334.0,24316.0,24307.0,0.0,9.0
Transmission & Distribution,7,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Power Grid Corporation of India Limited [POWERGRID],611951.0,,688.74,,688.74,2026-04,FlashReport_April2026.pdf,,Ministry of Power,Rajasthan,12/2021,08/2023,04/2026,02/2025,04/2026,,688.74,24316.0,24302.0,0.0,14.0
Railways,8,Pune - Miraj-Londa [467 Kilometres],Central Railway,705503.0,,4027.53,,4924.05,2026-04,FlashReport_April2026.pdf,,Ministry of Railways,Maharashtra,06/2016,06/2016,02/2025,08/2025,,4872.52,4872.52,24302.0,24308.0,20.98035272238817,-6.0
Roads & Highways,9,"Flyover at Km.544.650 including ROB, Service Roads ,Footpath for RCC drains on urban link to Nagpur -Raipur road Pardi octroi Naka to Itwari",National Highways Authority of India [NHAI],618555.0,,1097.81,,316.23,2026-04,FlashReport_April2026.pdf,,Ministry of Road Transport & Highways,Maharashtra,12/2015,03/2016,03/2019,04/2026,,758.4,758.4,24231.0,24316.0,-30.91700749674352,-85.0
Electricity Generation,1,300 MW SPP part of 510 MW CPSU scheme,NLC India Limited [NLCIL],612819.0,,1813.0,,1753.07,2026-05,FlashReport_May2026.pdf,,Ministry of Coal,Rajasthan,07/2022,03/2023,01/2026,09/2024,01/2026,1813.0,1813.0,24313.0,24297.0,0.0,16.0
Electricity Generation,2,50 MW Solar PP Minedout Area,NLC India Limited [NLCIL],615327.0,,218.03,,170.13,2026-05,FlashReport_May2026.pdf,,Ministry of Coal,Tamil Nadu,08/2023,02/2024,01/2026,03/2025,01/2026,,218.03,24313.0,24303.0,0.0,10.0
Electricity Generation,3,Ghatampur Thermal Power Plant 3 X 660 MW,NLC India Limited [NLCIL],400259.0,,17237.8,,21287.24,2026-05,FlashReport_May2026.pdf,,Ministry of Coal,Uttar Pradesh,07/2016,08/2016,06/2026,11/2020,06/2026,21780.9,21780.9,24318.0,24251.0,26.355451391708932,67.0
Urban Public Transport,4,Ahmedabad Metro Rail Project [Phase-I],Gujarat Metro Rail Corporation Limited [GMRCL],702639.0,,10773.0,,12521.43,2026-05,FlashReport_May2026.pdf,,Ministry of Housing & Urban Affairs,Gujarat,11/2014,02/2015,05/2026,03/2018,05/2026,12924.5,12924.5,24317.0,24219.0,19.971224357189268,98.0
Waste & Water,5,Mira-Bhayandar Water Supply Infrastructure Project,Ministry of Housing & Urban Affairs,702840.0,,204.55,,193.2,2026-05,FlashReport_May2026.pdf,,Ministry of Housing & Urban Affairs,Maharashtra,11/2016,08/2018,06/2026,03/2023,06/2026,,204.55,24318.0,24279.0,0.0,39.0
Waste & Water,6,Solapur Sewerage Management Infrastructure Project,Ministry of Housing & Urban Affairs,702854.0,,180.24,,172.22,2026-05,FlashReport_May2026.pdf,,Ministry of Housing & Urban Affairs,Maharashtra,03/2017,04/2018,06/2026,03/2023,06/2026,,180.24,24318.0,24279.0,0.0,39.0
Healthcare,7,"Construction of 200 bedded ESIC Hospital with 62 Nos Staff quarters , Beltola",Employee's State Insurance Company [ESIC],612201.0,,143.23,,130.08,2026-05,FlashReport_May2026.pdf,,Ministry of Labour and Employment,Assam,12/2017,10/2021,05/2026,04/2025,06/2026,154.75,154.75,24317.0,24304.0,8.0430077497731,13.0
Healthcare,8,"Construction of 200 Bedded [Upgradable to 500 Bedded including 50 beds of SST] ESIC Hospital at Bibewadi, Pune",Employee's State Insurance Company [ESIC],612188.0,,429.25,,341.9,2026-05,FlashReport_May2026.pdf,,Ministry of Labour and Employment,Maharashtra,05/2018,03/2023,09/2025,08/2026,,,429.25,24309.0,24320.0,0.0,-11.0
Oil & Gas,9,"Guwahati Refinery Expansion [1.0 to 1.2 MMTPA] along with installation of CRU, Guwahati Refinery",Ministry of Petroleum & Natural Gas,607701.0,,412.3,,487.31,2026-05,FlashReport_May2026.pdf,,Ministry of Petroleum & Natural Gas,Assam,05/2021,05/2021,05/2026,10/2023,05/2026,577.0,577.0,24317.0,24286.0,39.94664079553723,31.0
Oil & Gas,10,"CGD Project in Banka, Dumka, Godda, Jamtara, Pakur, Sahibganj GA ID 11A.02",Hindustan Petroleum Corporation Limited,709757.0,,1377.0,,377.51,2026-05,FlashReport_May2026.pdf,,Ministry of Petroleum & Natural Gas,"Multi-States (Bihar, Jharkhand)",06/2022,06/2022,05/2026,06/2030,05/2026,1377.0,1377.0,24317.0,24366.0,0.0,-49.0
Oil & Gas,11,Mumbai Nagpur Jharsuguda Pipeline Project,Ministry of Petroleum & Natural Gas,701354.0,,7844.25,,7109.3,2026-05,FlashReport_May2026.pdf,,Ministry of Petroleum & Natural Gas,"Multi-States (Chhattisgarh, Madhya Pradesh, Maharashtra, Odisha)",06/2020,06/2020,05/2026,05/2023,06/2026,8255.0,8255.0,24317.0,24281.0,5.236319597157153,36.0
Oil & Gas,12,"CGD Project in Malda, Birbhum, Murshidabad, Dakshin Dinajpur GA ID 11A.03",Hindustan Petroleum Corporation Limited,709758.0,,2628.0,,390.91,2026-05,FlashReport_May2026.pdf,,Ministry of Petroleum & Natural Gas,West Bengal,06/2022,06/2022,05/2026,06/2030,05/2026,2628.0,2628.0,24317.0,24366.0,0.0,-49.0
Transmission & Distribution,13,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,Power Grid Corporation of India Limited [POWERGRID],400005.0,,4546.26,,4546.26,2026-05,FlashReport_May2026.pdf,,Ministry of Power,"Multi-States (Dadra & Nagar Haveli and Daman & Diu, Gujarat, Maharashtra)",01/2022,07/2022,05/2026,06/2023,05/2026,,4546.26,24317.0,24282.0,0.0,35.0
Transmission & Distribution,14,Transmission System for Evacuation of Power from REZ in Rajasthan 20GW under Phase III- Part E2,Power Grid Corporation of India Limited [POWERGRID],611947.0,,428.3,,428.3,2026-05,FlashReport_May2026.pdf,,Ministry of Power,Rajasthan,11/2023,11/2023,05/2026,06/2025,06/2026,,428.3,24317.0,24306.0,0.0,11.0
Roads & Highways,15,4L of Dwarka-Khambaliya-Devariya section from km 203.500 to km 176.500 and from km 171.800 to km 125.000 of NH-151A,National Highways Authority of India [NHAI],619137.0,,1024.69,,885.64,2026-05,FlashReport_May2026.pdf,,Ministry of Road Transport & Highways,Gujarat,01/2019,02/2020,08/2022,05/2026,,1753.95,1753.95,24272.0,24317.0,71.16884130810294,-45.0
Roads & Highways,16,Tumkur-Chitradurga,National Highways Authority of India [NHAI],619070.0,,839.0,,8.42,2026-05,FlashReport_May2026.pdf,,Ministry of Road Transport & Highways,Karnataka,04/2010,06/2011,12/2013,05/2026,,47.44,47.44,24168.0,24317.0,-94.34564958283671,-149.0
Aviation & Aviation Infrastructure,1,Goa Airport Terminal Building Extension Project,Airport Authority of India [AAI],701105.0,,255.69,,161.06,2026-06,FlashReport_June_2026.pdf,,Ministry of Civil Aviation,Goa,11/2017,12/2019,12/2021,04/2026,,255.69,255.69,24264.0,24316.0,0.0,-52.0
Energy Storage,2,Rajasthan Refinery Project,MinistryofPetroleumNaturalGas,701263.0,,43129.0,,70293.57,2026-06,FlashReport_June_2026.pdf,,Ministry of Petroleum & Natural Gas,Rajasthan,10/2017,10/2017,10/2022,06/2026,,79459.0,79459.0,24274.0,24318.0,84.23566509773006,-44.0
Energy Storage,3,"Grass Root Rail-fed Depot at Sekerkote, Agartala as resitement of existing Dharmanagar Depot",Indian Oil Corporation Limited [IOCL],400035.0,,656.0,,546.57,2026-06,FlashReport_June_2026.pdf,,Ministry of Petroleum & Natural Gas,Tripura,06/2022,06/2022,09/2025,06/2026,,656.0,656.0,24309.0,24318.0,0.0,-9.0
Oil & Gas,4,HP TDAE Unit in Mumbai Refinery,Hindustan Petroleum Corporation Limited,709760.0,,240.0,,160.8,2026-06,FlashReport_June_2026.pdf,,Ministry of Petroleum & Natural Gas,Maharashtra,06/2024,06/2024,04/2026,06/2026,,240.0,240.0,24316.0,24318.0,0.0,-2.0
Oil & Gas,5,ATF Pipeline from Jawaharlal Nehru Port Trust to Navi Mumbai International Airport,Indian Oil Corporation Limited [IOCL],709782.0,,165.0,,103.36,2026-06,FlashReport_June_2026.pdf,,Ministry of Petroleum & Natural Gas,Maharashtra,08/2022,08/2022,08/2025,06/2026,,165.0,165.0,24308.0,24318.0,0.0,-10.0
Transmission & Distribution,6,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW,Power Grid Corporation of India Limited [POWERGRID],611967.0,,823.0,,798.31,2026-06,FlashReport_June_2026.pdf,,Ministry of Power,Andhra Pradesh,09/2023,09/2023,09/2025,05/2026,,,823.0,24309.0,24317.0,0.0,-8.0
Transmission & Distribution,7,Transmission System for Kurnool Wind Energy Zone/ Solar Energy Zone Part-A and Part-B,Power Grid Corporation of India Limited [POWERGRID],900808.0,,3546.94,,3546.94,2026-06,FlashReport_June_2026.pdf,,Ministry of Power,"Multi-States (Telangana, Andhra Pradesh)",11/2022,03/2023,11/2024,05/2026,,,3546.94,24299.0,24317.0,0.0,-18.0
Transmission & Distribution,8,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part H,Power Grid Corporation of India Limited [POWERGRID],611948.0,,1910.0,,1910.0,2026-06,FlashReport_June_2026.pdf,,Ministry of Power,Rajasthan,10/2023,10/2023,04/2025,06/2026,,,1910.0,24304.0,24318.0,0.0,-14.0
Roads & Highways,9,Rehabilitation and Up-gradation from Km 170700 Bhadrachalam to Km 234567 Konta on NH-30 to Two lane with Paved Shoulder in the State of Andra Pradesh on EPC mode.,MoRTH,617907.0,,436.09,,240.15,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,12/2021,09/2022,09/2024,04/2026,,,436.09,24297.0,24316.0,0.0,-19.0
Roads & Highways,10,Construction of bypass road to Adoni town connecting NH-167 Hagari - Jadcharla road from km.62/700 to 71/400 in Kurnool District in the State of Andhra Pradesh.,MoRTH,617990.0,,242.0,,99.13,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,03/2023,02/2024,11/2025,11/2025,,,242.0,24311.0,24311.0,0.0,0.0
Roads & Highways,11,Widening to two lane with paved shoulder of Rampachodavaram - Koyyuru section of NH 516E from Km 43700 to Km 113820 in the State of Andhra Pradesh on EPC mode Job No. 737,MoRTH,618145.0,,568.12,,324.96,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,03/2022,01/2023,01/2025,04/2026,,,568.12,24301.0,24316.0,0.0,-15.0
Roads & Highways,12,Widening and Reconstruction of existing road to four lane from Km.56400 to Km 120300 i.e. from B.Kothapalli Junction to Gorantla excluding Kadiri Bypass from Km 70200 to Km 77105 of NH 716G in the State of Andhra Pradesh on EPC mode Job no. 742,MoRTH,618161.0,,839.98,,415.11,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,03/2022,09/2023,12/2025,03/2026,,,839.98,24312.0,24315.0,0.0,-3.0
Roads & Highways,13,"Rehabilitation and upgradation of NH-167AD from Macherla to Dachepalli via Paluvai Junction, Rentachinthala, Gurazala from Km.0.000 to 43.659 to two lane with paved shoulders in the state of Andhra Pradesh job-729",MoRTH,618191.0,,403.22,,256.17,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,01/2022,01/2023,01/2025,02/2026,,,403.22,24301.0,24314.0,0.0,-13.0
Roads & Highways,14,Rehabilitation and Up-gradation of Pasarlapudi to Dhindi section from Km 105/170 to Km 126/510 of NH -214 New NH -216 to two lane with paved shoulder in the state of Andhra Pradesh under NHDP-IV,MoRTH,618237.0,,263.45,,158.8,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,03/2017,09/2017,09/2019,01/2026,,,263.45,24237.0,24313.0,0.0,-76.0
Roads & Highways,15,Two laning with paved shoulders of Gondiguda to Araku uptoBhallaguda section of NH 516E,MoRTH,618258.0,,296.66,,275.38,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,08/2020,09/2021,09/2023,12/2025,,289.11,289.11,24285.0,24312.0,-2.5450010112586834,-27.0
Roads & Highways,16,Two laning with paved shoulders of Paderu to GundigudaSection of NH 516E,MoRTH,618259.0,,222.61,,181.04,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,08/2020,03/2021,03/2023,10/2025,,,222.61,24279.0,24310.0,0.0,-31.0
Roads & Highways,17,Six Laning of Vijayawada Bypass from Gollapudi to Chinnakakani in Vijayawada - Gundugolanu Section from km. 30.00 to km. 47.881 Pkg-IV,NHAI,618527.0,,1194.57,,862.83,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,01/2020,07/2021,01/2024,05/2026,,1757.82,1757.82,24289.0,24317.0,47.15085763077928,-28.0
Roads & Highways,18,Khammam-Devarapalle Pkg IV [4L Access Controlled Greenfield from Recherla village to Gurvaygudem village Design Chainage 105236 to 132664],NHAI,618748.0,,569.37,,499.99,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,11/2020,09/2022,09/2024,01/2026,,752.02,752.02,24297.0,24313.0,32.0793157349351,-16.0
Roads & Highways,19,4L PS from Mandlem Existing Km. 38.000/Design Km.30.600 to Atmakur Existing Km.73.000/Design Km 66.115 of NH340C Package2,NHAI,618919.0,,887.28,,550.42,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Andhra Pradesh,03/2023,11/2023,11/2025,11/2025,,913.03,913.03,24311.0,24311.0,2.9021278514110542,0.0
Roads & Highways,20,"6L Standalone Flyovers at Raha, Demow, Borghat, Kathiatali junctions and ROB at Jagiroad on stretches of NH 36 and NH 27",NHAI,618576.0,,280.75,,212.27,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Assam,03/2022,12/2022,06/2024,10/2024,,255.53,255.53,24294.0,24298.0,-8.983081032947462,-4.0
Roads & Highways,21,Widening/Improvement to 4 -Lane with Paved Shoulder from Ch. 88.000km to Ch.99.930 km Design Ch.84.100km to Ch.96.000 km of Sagunbashi forest near Nichinta to starting of Krishnai Bypass Section of Bilasipura Guwahati road NH 17 on EPC Package-7,NHIDCL,618285.0,,286.72,,220.81,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Assam,03/2021,10/2023,10/2025,08/2025,,,286.72,24310.0,24308.0,0.0,2.0
Roads & Highways,22,Widening/Improvement to 4-Lane with Paved Shoulder from KM 113300 to Km 146230 Design Chainage 113830 to 145712 of Kwaram Taro Village - Dillai Section in Assam on EPC Package-6,NHIDCL,618327.0,,625.64,,578.19,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Assam,09/2021,07/2022,07/2024,03/2025,,,625.64,24295.0,24303.0,0.0,-8.0
Roads & Highways,23,Construction of 4/6 Laning from existing Km 159.400 of NH-36 to existing Km 102.500 of NH-39 and upto end point of Assam portion [Design Km 118.050 to design Km 132.375] Total New Alignment length of 14.325 Km of Daboka - Dimapur Section Dimapur Bypass in the state of Assam under SARDP-NE 'Phase-A' on EPC mode Assam Portion,NHIDCL,618330.0,,511.02,,671.35,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Assam,03/2018,11/2019,11/2022,11/2025,,,511.02,24275.0,24311.0,0.0,-36.0
Roads & Highways,24,"Widening / Improvement to 4-Lane with Paved Shoulder configuration of existing single lane road from Kachukhana Harichara Paglagaunj to Dhubri - Phulbari Bridge approach Package-II of Srirampur - Dhubri Section of NH-127B from existing Km 28.050 to Km 55.060 Design Km 27.650 to Km 54.154, Design Length26.504 Km under JICA ODA Loan assistance Phase-V [Srirampur - Dhubri Pkg-2]",NHIDCL,618372.0,,909.02,,683.81,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Assam,03/2022,01/2023,01/2025,06/2025,,,909.02,24301.0,24306.0,0.0,-5.0
Roads & Highways,25,Rehabilitation & Widening work for 2 Lane with Paved Shoulder of Existing NH-80 from km 70.15 to Km 121.025 of Munger-Suttanganj -BhagatpurMirzachowki section on EPC Mode in the State of Bihar.,MoRTH,617959.0,,477.54,,343.05,2026-06,FlashReport_June_2026.pdf,,Ministry of Road Transport & Highways,Bihar,03/2021,02/2023,01/2025,11/2025,,,477.54,24301.0,24311.0,0.0,-10.0
